original_name,drug_name,dose,form
abilify 10 mg 10 discmelt orally dis.tabs.,abilify,10 mg,tablet
abilify 10 mg 10 tabs.,abilify,10 mg,tablet
abilify 15 mg 10 discmelt orally dis.tabs.,abilify,15 mg,tablet
abilify 15 mg 10 tabs.,abilify,15 mg,tablet
abilify 5 mg 10 tabs.,abilify,5 mg,tablet
abilify maintena 400 mg i.m. prefilled syringe,abilify maintena,400 mg,prefilled syringe
abimol 150mg/5ml syrup 125ml,abimol,150 mg/ml,syrup
abimol 300mg 5 rectal supp.,abimol,300 mg,suppository
abimol 500 mg 20 tab.,abimol,500 mg,tablet
abimol extra 20 tab.,abimol extra,Null,tablet
abionem cream 60 gm,abionem,60 gm,cream
abital oral spray 30 ml,abital oral,30 ml,spray
abivit c eff 12 tab,abivit c,Null,effervescent tablet
abrammune 100 mg 50 capsules(n/a yet),abrammune,100 mg,capsule
abrammune 100mg/ml syrup(n/a yet),abrammune,100 mg/ml,syrup
abrammune 25 mg 10 caps.(n/a yet),abrammune,25 mg,capsule
abrammune 50 mg 10 caps.(n/a yet),abrammune,50 mg,capsule
abrammune 50mg/ml syrup(n/a yet),abrammune,50 mg/ml,syrup
abraxane 100mg vial $$,abraxane,100 mg,vial
absorbable selenium 200 mcg 100 caps. (illegal import),absorbable selenium,200 mcg,softgel
abstain sr 150 mg 20 tab.,abstain,150 mg,tablet
abstral 100mcg 10 sublingual tabs.,abstral,100 mcg,sublingual tablet
abstral 200mcg 10 sublingual tabs.,abstral,200 mcg,sublingual tablet
abstral 400mcg 10 sublingual tabs,abstral,400 mcg,sublingual tablet
abylata 10 pieces,abylata 10 pieces,Null,Null
acadia blair liquid conditioner 200 ml,acadia blair liquid,200 ml,conditioner
acadia destina baby cream 60 gm,acadia destina baby,60 gm,cream
acadia destina lotion 120 ml,acadia destina,120 ml,lotion
acadia herashow oil spray 120 ml,acadia herashow oil,120 ml,spray
acadia herashow shampoo 200 ml,acadia herashow,200 ml,shampoo
acadia konda hair mask 200 gm,acadia konda hair,200 gm,mask
acai 1000 mg 60 softgels (illegal import),acai,1000 mg,softgel
acai berry 60 veg. caps. (natrol),acai berry 60,Null,capsule
acanthaprop 1mg/ml eye drops 10 ml,acanthaprop,1 mg/ml,eye drop
acapril 20mg 20 tab.,acapril,20 mg,tablet
acapril 5 mg 10 tab.,acapril,5 mg,tablet
acavio massage gel 50 gm,acavio massage,50 gm,gel
acc 200mg 20 sachets,acc,200 mg,sachet
acc long 600mg 5 effervescent tab.,acc long,600 mg,effervescent tablet
accelafen 30 f.c.tabs.,accelafen,Null,tablet
accent cream 30 gm,accent,30 gm,cream
accent cream 50 gm,accent,50 gm,cream
accofil 30 miu/0.5ml 5 prefilled syringes,accofil,30 miu/0.5 ml,prefilled syringe
accolate 20mg 28 tab.,accolate,20 mg,tablet
acdisteron 25mg 20 f.c. tabs,acdisteron,25 mg,tablet
aceclocopa 100 mg 20 f.c. tab.,aceclocopa,100 mg,tablet
aceczema cream 15 gm,aceczema,15 gm,cream
aceliofinaz 100 mg 20 f.c. tab.,aceliofinaz,100 mg,tablet
acemetacin stada 60mg 20 caps.,acemetacin stada,60 mg,capsule
acenewrax 200 mg 10 sachets,acenewrax,200 mg,sachet
acenewrax 600 mg 10 sachets,acenewrax,600 mg,sachet
acerumen ear spray 40 ml,acerumen ear,40 ml,spray
acesolv 2% syrup 60ml,acesolv,2 %,syrup
acetalgan 1 gm/100ml sol. for i.v. vial (n/a),acetalgan,1 gm/100 ml,vial
acetamex 250mg 20 tab.,acetamex,250 mg,tablet
acetaminophen 125mg paed. supp.u.s.p.xxiii,acetaminophen,125 mg,suppository
acetaminophen 500mg 20 tab,acetaminophen,500 mg,tablet
acetapax 14 sachets,acetapax,Null,sachet
acetaprofen 100ml susp.,acetaprofen,100 ml,suspension
albumin (human ) u.s.p 5% 1 vial 250 ml,albumin (human ) u.s.p,5 %,vial
albumin human 20% (100ml) i.v infusion,albumin human,20 %,infusion
albumin human 20% (50ml) i.v infusion,albumin human,20 %,infusion
albumin- kgc cc 50 ml vial,albumin- kgc cc,50 ml,vial
albumina tive 96% i.v. infusion,albumina tive,96 %,infusion
albumina umana isi 20 % vial,albumina umana isi,20 %,vial
albunorm 20% i.v.infusion (hospitals price),albunorm,20 %,infusion
albustix 16 mg 30 tabs.,albustix,16 mg,tabs
albustix 32 mg 30 tabs.,albustix,32 mg,tabs
albustix 4mg 30 tab.,albustix,4 mg,tab
albustix 8 mg 30 tabs.,albustix,8 mg,tabs
albustix d 16/12.5mg 30 tab.,albustix d,16/12.5 mg,tab
albustix d 32/12.5mg 30 tab.,albustix d,32/12.5 mg,tab
albustix d 32/25mg 30 tab.,albustix d,32/25 mg,tab
albustix d 8/12.5mg 30 tab.,albustix d,8/12.5 mg,tab
albutein 20% i.v. infusion (hospitals only),albutein,20 %,infusion
alcaftapro 0.25% eye drops 3 ml,alcaftapro,0.25 %,eye drops
alcagent mouth wash 100ml,alcagent,100 ml,mouth wash
alcina eye cream 15 ml (n/a),alcina eye,15 ml,cream
alcofan 100 mg 5 supp.,alcofan,100 mg,supp
alcofan 2.5% gel 30 gm,alcofan,2.5 %,gel
alcofan 25 mg 20 tabs.,alcofan,25 mg,tabs
alcofan 50 mg 12 caps.,alcofan,50 mg,caps
aldactazide 20 tab,aldactazide,0,tab
aldactone 100mg 20 tab,aldactone,100 mg,tab
aldactone 25mg 20 tab,aldactone,25 mg,tab
aldara 5% cream 12 sachets,aldara,5 %,cream
aldomet 250 mg 30 tab,aldomet,250 mg,tab
aldomet 500 mg 20 tab,aldomet,500 mg,tab
aldospira 25 mg 20 tabs.,aldospira,25 mg,tabs
aldospira 50 mg 20 tabs.,aldospira,50 mg,tabs
aleavia ear drops 20 ml,aleavia,20 ml,ear drops
alecensa 150 mg 224 caps.,alecensa,150 mg,caps
aleco care cream 120 gm,aleco care,120 gm,cream
aleen serum 75 ml,aleen,75 ml,serum
alejon acne cream 50 gm,alejon acne,50 gm,cream
alejon after sun gel 200 gm,alejon after sun,200 gm,gel
alejon anti-dandruff shampoo 200 ml,alejon anti-dandruff,200 ml,shampoo
alejon anti-hair loss shampoo 200 ml,alejon anti-hair loss,200 ml,shampoo
alejon bi phase hair spray 200 ml,alejon bi phase hair,200 ml,spray
alejon collagen serum 50 ml,alejon collagen,50 ml,serum
alejon deodorant roll on 50 ml,alejon deodorant,50 ml,0
alejon dry skin cleanser 150 ml,alejon dry skin,150 ml,cleanser
alejon eye contour cream 30 ml,alejon eye contour,30 ml,cream
alejon eye contour serum 30 ml,alejon eye contour,30 ml,serum
alejon facial moisturizer for dry skin 75 gm,alejon facial moisturizer,75 gm,0
alejon facial moisturizer gel 75 gm,alejon facial moisturizer,75 gm,gel
alejon facial toner 200 ml,alejon facial,200 ml,toner
alejon hair 15 vials x 3 ml,alejon hair,3 ml,vials
alejon hair conditioner 200 ml,alejon hair,200 ml,conditioner
alejon hair lotion 150 ml,alejon hair,150 ml,lotion
alejon hair mask 200 ml,alejon hair,200 ml,mask
alejon hair serum 50 ml,alejon hair,50 ml,serum
alejon hair shampoo 200 ml,alejon hair,200 ml,shampoo
alejon hand and nail cream 75 gm,alejon hand and nail,75 gm,cream
alejon oily cleanser 200 ml,alejon oily,200 ml,cleanser
alejon oily skin acne cream 50 gm,alejon oily skin acne,50 gm,cream
alejon oily soap 100 gm,alejon oily,100 gm,soap
alejon peel off mask with aloe vera / omega 3 & 6 - 125 ml,alejon peel off with aloe vera / omega 3 & 6,125 ml,mask
alejon peel off mask with vitamin c / algae 125 ml,alejon peel off with vitamin c / algae,125 ml,mask
alejon sun screen 50+ spf cream 75 ml,alejon sun screen 50+ spf,75 ml,cream
alejon sun screen 50+ spf gel 75 ml,alejon sun screen 50+ spf,75 ml,gel
alejon sun screen 50+ spf spray 200 ml,alejon sun screen 50+ spf,200 ml,spray
alejon tan oil 200 ml,alejon tan,200 ml,oil
alejon urea 10% cream 200 ml,alejon urea,10 %,cream
alejon vitamin c 10% serum 50 ml,alejon vitamin c,10 %,serum
alejon whitening body milk 200 ml,alejon whitening body,200 ml,milk
alejon whitening cleanser 200 ml,alejon whitening,200 ml,cleanser
alejon whitening cream 50 ml,alejon whitening,50 ml,cream
aleksa cream 50 gm,aleksa,50 gm,cream
alemox 1 gm 12 f.c.tabs.,alemox,1 gm,tabs
alemox 750 mg 12 f.c.tabs.,alemox,750 mg,tabs
alendene 70mg 2 tab.,alendene,70 mg,tab
alendex 10mg 10 tab.,alendex,10 mg,tab
alendex 40mg 14 tab.,alendex,40 mg,tab
alendex 70mg 2 tab.,alendex,70 mg,tab
alendomax 10 mg 14 tabs.,alendomax,10 mg,tabs
alendomax 40 mg 7 tabs.,alendomax,40 mg,tabs
alendomax 70 mg 2 tabs.,alendomax,70 mg,tabs
alendomax plus 70mg/2800 i.u. 2 tabs.,alendomax plus,70 mg/2800 IU,tabs
alendran 10 tablets,alendran,0,tablets
alergaway 5 mg 20 oral disinteg. tabs.,alergaway,5 mg,oral disinteg. tabs.
alergaway 50mg/100ml syrup,alergaway,50 mg/100 ml,syrup
alergoliber 10mg 20 f.c. tabs.,alergoliber,10 mg,tabs
alergoliber 1mg/ml syrup 120 ml,alergoliber,1 mg/ml,syrup
alerid 10 mg 20 chewable tab.,alerid,10 mg,chewable tab.
alerid 10 mg 20 f.c.tabs. (n/a),alerid,10 mg,tabs
alerid 10 mg 30 f.c.tabs.,alerid,10 mg,tabs
alerid 10mg/ml oral dps. 10 ml,alerid,10 mg/ml,oral dps.
alerid 5mg/5ml syrup 120ml,alerid,5 mg/5 ml,syrup
alertam 120mg 10 f.c.tab.,alertam,120 mg,tab
alertam 180mg 10 f.c.tab.,alertam,180 mg,tab
alertam 30mg/5ml oral susp. 100ml,alertam,30 mg/5 ml,oral susp.
alertam 60mg 20 f.c.tab..,alertam,60 mg,tab
alertin 20 tabs.,alertin,0,tabs
aleta 10 sachet,aleta,0,sachet
aleve 220 mg 24 tab,aleve,220 mg,tab
alex- diet 15 sachtes,alex- diet,0,sachtes
alex-panthen cream 20 gm,alex-panthen,20 gm,cream
alexa cream 75 gm,alexa,75 gm,cream
alexadricaine 1:100000 - 50 cartridges 1.7 ml,alexadricaine 1:100000,1.7 ml,cartridges
alexadricaine 1:200000 - 50 cartridges 1.7 ml,alexadricaine 1:200000,1.7 ml,cartridges
alexan 1000mg/20ml i.v./s.c./intrathecal vial,alexan,1000 mg/20 ml,vial
alexan 100mg/5ml i.v./s.c./intrathecal vial,alexan,100 mg/5 ml,vial
alexan 500mg/10ml i.v./s.c./intrathecal vial,alexan,500 mg/10 ml,vial
alexcorda 200 mg 30 tablets,alexcorda,200 mg,tablets
alexgenta 0.1% topical cream 15 gm,alexgenta,0.1 %,cream
alexlactive 200 sugar coated tab.,alexlactive,200 mg,tab
alexodiab 1000mg 30 tabs,alexodiab,1000 mg,tabs
alexodiab 500 mg 30 tabs,alexodiab,500 mg,tabs
alexolyte (ors) syrup 360ml,alexolyte,Null,syrup
alexoprine 75mg 50 chew. tab.,alexoprine,75 mg,tab
alexoprine forte 300mg 200 tab.,alexoprine forte,300 mg,tab
alexoquine 250mg 10 tab.,alexoquine,250 mg,tab
alextol 100mg/5ml oral susp. 100ml,alextol,100 mg/5 ml,susp
alfa wash antiseptic soln. 100ml,alfa wash antiseptic,Null,soln
alfa-cal plus 20 tab,alfa-cal plus,Null,tab
alfabetex 160/25mg 14 f.c. tabs.,alfabetex,160/25 mg,tabs
alfabetex 80/12.5mg 14 f.c. tabs.,alfabetex,80/12.5 mg,tabs
alfabonid 1mcg/ml (1ml=2mcg) 10 amp.,alfabonid,1 mcg/ml,amp
alfabonid 2mcg/ml (0.5ml=1mcg) 15 amp.,alfabonid,2 mcg/ml,amp
alfabonid 2mcg/ml (1ml=2mcg) 10 amp.,alfabonid,2 mcg/ml,amp
alfabonid 2mcg/ml oral dps. 10 ml,alfabonid,2 mcg/ml,dps
alfabonid 2mcg/ml oral dps. 20 ml,alfabonid,2 mcg/ml,dps
alfabrimo 0.2% eye drops 5 ml,alfabrimo,0.2 %,drops
alfabrimo plus eye drops 5 ml,alfabrimo plus,Null,drops
alfacalcidol 2mcg/ml oral dps. 10 ml,alfacalcidol,2 mcg/ml,dps
alfacalcidol 2mcg/ml oral dps. 20 ml,alfacalcidol,2 mcg/ml,dps
alfacareno 2mcg/ml oral drops. 10 ml,alfacareno,2 mcg/ml,drops
alfacart 20 caps,alfacart,Null,caps
alfacef 500mg/100ml vial for i.v. inf.,alfacef,500 mg/100 ml,vial
alfacef 750 mg 5 f.c.tab,alfacef,750 mg,tab
alfacef 750mg/30ml concentrate vial for i.v. inf.,alfacef,750 mg/30 ml,vial
alfaclindamycin 150 mg 10 caps.,alfaclindamycin,150 mg,caps
alfaclindamycin 300 mg 10 caps.,alfaclindamycin,300 mg,caps
alfaclindamycin 300mg/2ml 5 amp. i.v./i.m. inj.,alfaclindamycin,300 mg/2 ml,amp
alfaclindamycin 600mg/4ml 5 amp. i.v./i.m. inj.,alfaclindamycin,600 mg/4 ml,amp
alfacort cream 15 mg,alfacort,15 mg,cream
alfadopa 250mg 30 f.c.tab,alfadopa,250 mg,tab
alfamash 30 e.c. tabs.,alfamash,Null,tabs
alfaprostin 0.5mg/ml amp. for i.v. inf,alfaprostin,0.5 mg/ml,amp
alfaron 3 m.i.u prefilled syringe,alfaron,3 m.i.u,prefilled syringe
alfaron 5 m.i.u prefilled syringe,alfaron,5 m.i.u,prefilled syringe
alfaskin cream 50 gm,alfaskin,Null,cream
alfaspect 500 mg 5 s.f.c. tabs.,alfaspect,500 mg,tabs
alfaspect 750 mg 7 s.f.c. tabs.,alfaspect,750 mg,tabs
alfathromb 5mg 20 tabs,alfathromb,5 mg,tabs
alfatral 5mg s.r. 14 f.c.tab.,alfatral s.r.,5 mg,tab
alfuzosine 10 mg prolonged release cap.,alfuzosine,10 mg,cap
alganovo masssage gel 100 gm,alganovo masssage,Null,gel
alganovo masssage gel 50 gm,alganovo masssage,50 gm,gel
alganovo masssage spray 125 ml,alganovo masssage,125 ml,spray
algason massage cream 40 gm,algason massage,40 gm,cream
algesal suractive cream 40 gm,algesal suractive,40 gm,cream
algibaume cream 25 gm,algibaume,25 gm,cream
algicab susp. 120 ml,algicab,120 ml,suspension
alhydran gel 100ml,alhydran,100 ml,gel
alhydran gel 30ml,alhydran,30 ml,gel
aliamare nasal spray 100ml,aliamare nasal,100 ml,spray
alimta 100 mg pwd. for i.v. inf. vial,alimta,100 mg,vial
alimta 500mg i.v. vial(tender),alimta,500 mg,vial
alin 20 pieces,alin,Null,Null
aliquam anti-dandruff shampoo 200 ml,aliquam anti-dandruff shampoo,200 ml,shampoo
alirosa 30 caps,alirosa,Null,capsule
aliva 30 tabs,aliva,Null,tablet
alizolam 2mg 10 tab.,alizolam,2 mg,tablet
alka 10 sachets,alka,Null,sachet
alka rose massage cream 50 gm,alka rose massage,50 gm,cream
alka seltzer 24 tab,alka seltzer,Null,tablet
alka seltzer original 58 tab,alka seltzer original,Null,tablet
alka seltzer plus cold & flu 12 tab,alka seltzer plus cold & flu,Null,tablet
alka-misr alkaline wash powder 10 sachets,alka-misr alkaline wash,Null,powder
alka-misr alkaline wash powder 12 sachets,alka-misr alkaline wash,Null,powder
alkaline wash (sap) sachet.,alkaline wash (sap),Null,sachet
alkalipurin 2.4g/2.5gm granules (n/a),alkalipurin,2.4 g/2.5 gm,granule
alkament 12 sachet.,alkament,Null,sachet
alkamint powder,alkamint,Null,powder
alkanazole 150 mg 2 caps.,alkanazole,150 mg,capsule
alkanazole 150mg 1 caps.,alkanazole,150 mg,capsule
alkanol solution.,alkanol,Null,solution
alkapezil 10 mg 7 f.c. tabs.,alkapezil,10 mg,tablet
alkapezil 5 mg 10 f.c. tabs.,alkapezil,5 mg,tablet
alkapowder alkaline powder 12 sachets,alkapowder alkaline,Null,powder
alkapress 10mg 30 tab.,alkapress,10 mg,tablet
alkapress 5mg 20 tab.,alkapress,5 mg,tablet
alkapress plus 10/160mg 20 f.c. tabs.,alkapress plus,10/160 mg,tablet
alkapress plus 10/320 mg 7 f.c. tab.,alkapress plus,10/320 mg,tablet
alkapress plus 5/160mg 14 f.c. tabs.,alkapress plus,5/160 mg,tablet
alkapress trio 10/320/25mg 14 f.c. tabs.,alkapress trio,10/320/25 mg,tablet
alkapress trio 5/160/12.5mg 14 f.c. tabs.,alkapress trio,5/160/12.5 mg,tablet
alkapress trio 5/160/25mg 14 f.c. tabs.,alkapress trio,5/160/25 mg,tablet
alkapride 50 mg 30 scored tabs.,alkapride,50 mg,tablet
alkasilon 200ml,alkasilon,200 ml,Null
alkaspirin 24 tab.,alkaspirin,Null,tablet
alkeran 2mg 25 f.c.tablets,alkeran,2 mg,tablet
alkeran 2mg 25 tablets,alkeran,2 mg,tablet
alkeran 50mg 1 vial,alkeran,50 mg,vial
alkeran 5mg 25 tablets,alkeran,5 mg,tablet
alkomag susp. 120 ml,alkomag,120 ml,suspension
alkor 10 mg 14 f.c. tabs.,alkor,10 mg,tablet
alkor 20mg 14 f.c. tab.,alkor,20 mg,tab.
alkor 40mg 14 f.c. tab.,alkor,40 mg,tab.
alkor plus 10/20mg 14 tab.,alkor plus,10/20 mg,tab.
alkor plus 10/40mg 14 tab,alkor plus,10/40 mg,tab
alkyloxan 500mg vial,alkyloxan,500 mg,vial
all one vitamin c 1000 mg 30 tabs.,all one vitamin c,1000 mg,tabs.
all one zinc 50 mg 30 tabs.,all one zinc,50 mg,tabs.
all-care cream 30 gm,all-care,30 gm,cream
all-vent syrup 125ml,all-vent,125 ml,syrup
allear 2.5mg/5ml syrup 120 ml,allear,2.5 mg/5 ml,syrup
allear 5 mg 20 f.c.tabs.,allear,5 mg,tabs.
allerase 20 capsules,allerase,Null,capsules
allerban 1mg/5ml syrup 100 ml,allerban,1 mg/5 ml,syrup
allerban s.r. 2 mg 20 tabs.,allerban s.r.,2 mg,tabs.
allercet 20 caps,allercet,Null,caps
allercet cold 10 caps,allercet cold,Null,caps
allerdep nasal spray 60 ml,allerdep,60 ml,nasal spray
allerease 20 cap,allerease,Null,cap
allerex 60 mg 10 f.c. tabs.,allerex,60 mg,tabs.
allerfen 120mg 20 f.c. tabs.,allerfen,120 mg,tabs.
allerfen 120mg 30 f.c. tabs.,allerfen,120 mg,tabs.
allerfen 180 mg 20 f.c. tabs.,allerfen,180 mg,tabs.
allerfen 60mg 30 f.c.tab.,allerfen,60 mg,tab.
allergest tab,allergest,Null,tab
allergetone 10mg 20 tabs.,allergetone,10 mg,tabs.
allergex 1.5% cream 20 gm,allergex,1.5 %,cream
allergex 20mg 20 tab.,allergex,20 mg,tab.
allergex caffeine 20 tab.,allergex caffeine,Null,tab.
allergex h cream 20 gm,allergex h,20 gm,cream
allergicasone 125/50 mcg nasal spray 140 actuations,allergicasone,125/50 mcg,nasal spray
allergiraz 10mg 30 disintegrating tabs.,allergiraz,10 mg,disintegrating tabs.
allergiraz 5mg/5ml syrup 120 ml,allergiraz,5 mg/5 ml,syrup
allergstop 2.5mg/5ml syp. 100 ml(n/a),allergstop,2.5 mg/5 ml,syp.
allergstop 50 mg/100 ml syp,allergstop,50 mg/100 ml,syp
allergstop 5mg 10 tab,allergstop,5 mg,tab
allergyl 2% topical cream 15 gm,allergyl,2 %,topical cream
allergyl 2mg/5ml syrup 120ml,allergyl,2 mg/5 ml,syrup
allergyl 4 mg 20 tabs.,allergyl,4 mg,tabs.
allergyl 4 mg 20*10 tabs.,allergyl,4 mg,tabs.
allergyna 120mg 10 f.c. tab.,allergyna,120 mg,tab.
allerzone 0.1% cream 25 gm,allerzone,0.1 %,cream
allerzone 0.1% oint. 25 gm (n/a),allerzone,0.1 %,oint.
allerzone 0.1% topical lotion 20 ml,allerzone,0.1 %,topical lotion
allevo 5mg 20 f.c. tab.,allevo,5 mg,tab.
alliance cream 50 gm,alliance,50 gm,cream
alliaveratol 20 tablet,alliaveratol,Null,tablet
allinphi adult 30 tabs,allinphi adult,Null,tabs
allioglucin 20 capsule,allioglucin,Null,capsule
allmed b12 900mcg 25ml oral spary,allmed b12,900 mcg,oral spary
allmed d3 adult oral spray 3000 iu /2spray 21ml,allmed d3 adult,3000 IU,oral spray
allmed d3 infant oral spray 21 ml,allmed d3 infant,21 ml,oral spray
allmed d3 kids oral spray  21 ml,allmed d3 kids,21 ml,oral spray
allmed l-omega 3 - 30 caps.,allmed l-omega 3,Null,capsule
allmouth m. w & gargle,allmouth m. w & gargle,Null,mouth wash
alloben 30 tablets,alloben,Null,tablet
allozem-nano antiseptic gel 75 ml,allozem-nano antiseptic,75 ml,gel
allur cream 50 gm,allur,50 gm,cream
allzyme max limitless 20 e.c. tab,allzyme max limitless,Null,tablet
almitat 0.05% cream 15 gm,almitat,0.05 %,cream
almitat 15gm cream,almitat,15 gm,cream
almitat cream,almitat,Null,cream
almitat ointment 15 gm,almitat,15 gm,ointment
almotrip forte 12.5mg 2 f.c. tabs.,almotrip forte,12.5 mg,tablet
aloclair mouth wash 250 ml,aloclair,250 ml,mouth wash
aloe vera weiser 5 hair ampoules 10 ml,aloe vera weiser,10 ml,hair ampoule
aloe vera with natural e 10 soft cap,aloe vera with natural e,Null,soft capsule
aloe vera with natural e 30soft cap,aloe vera with natural e,Null,soft capsule
aloe vera with panthenol weiser 5 hair ampoules 10 ml,aloe vera with panthenol weiser,10 ml,hair ampoule
aloejen vaginal douche 200 ml,aloejen,200 ml,vaginal douche
aloekita anti-dandruff shampoo 200ml,aloekita anti-dandruff,200 ml,shampoo
aloekita ds hair shampoo 250 ml,aloekita ds hair,250 ml,shampoo
aloekita hair conditioner 200ml,aloekita,200 ml,hair conditioner
aloekita hair mask 200 gm,aloekita,200 gm,hair mask
aloekita hair shampoo 200ml,aloekita,200 ml,hair shampoo
aloekita hair spray 200 ml,aloekita,200 ml,hair spray
alojoba hair cream 250 gm,alojoba,250 gm,hair cream
alojoba hair oil 120 ml,alojoba,120 ml,hair oil
alojoba hair serum 120 ml,alojoba,120 ml,hair serum
alojoba hair shampoo 120 ml,alojoba,120 ml,hair shampoo
alojoba hair shampoo 250 ml,alojoba,250 ml,hair shampoo
alomide 1mg/ml eye drops 5 ml,alomide,1 mg/ml,eye drops
alopanthen hair lotion 190ml,alopanthen,190 ml,hair lotion
alopanthen hair shampoo 215 ml,alopanthen,215 ml,hair shampoo
aloreed oint. 20 gm,aloreed,20 gm,ointment
alotov  30 pieces,alotov,Null,Null
alovenol hair lotion 120 ml,alovenol,120 ml,hair lotion
alover 30 chew. pieces,alover,Null,Null
alovision hair lotion 120ml,alovision,120 ml,hair lotion
aloxi 0.25mg/5ml vial for i.v.,aloxi,0.25 mg/5 ml,vial
alpecin active shampoo a1 for normal or dry scalp 250 ml (n/a),alpecin active shampoo a1,250 ml,shampoo
alpecin active shampoo a2 for oily scalp 250 ml (n/a),alpecin active shampoo a2,250 ml,shampoo
alpecin anti-dandruff shampoo a3 250 ml (n/a),alpecin anti-dandruff shampoo a3,250 ml,shampoo
alpecin caffeine liquid 200 ml (n/a,alpecin caffeine,200 ml,liquid
alpecin caffeine liquid 200 ml (n/a),alpecin caffeine,200 ml,liquid
alpecin caffeine shampoo c1 250 ml (n/a),alpecin caffeine shampoo c1,250 ml,shampoo
alpecin double-effect caffeine shampoo 250 ml (n/a,alpecin double-effect caffeine shampoo,250 ml,shampoo
alpecin double-effect caffeine shampoo 250 ml (n/a),alpecin double-effect caffeine shampoo,250 ml,shampoo
alpecin sensitive shampoo s1 250 ml (n/a),alpecin sensitive shampoo s1,250 ml,shampoo
alpetigo 1% top. oint. 15 gm,alpetigo,1 %,ointment
alpha drink 20 sachets,alpha drink,Null,sachet
alpha fresh 2gm 15 sachets,alpha fresh,2 gm,sachets
alpha hepadox 20 caps.,alpha hepadox,Null,caps
alpha kadol oint. 35 gm,alpha kadol,35 gm,oint
alpha lipoic 600mg 20 tab,alpha lipoic,600 mg,tab
alpha more 20 sachets,alpha more,Null,sachets
alpha net 500 mg 20 caps,alpha net,500 mg,caps
alpha primo 20 caps,alpha primo,Null,caps
alpha tone 20 cap,alpha tone,Null,cap
alpha- cart 20 cap,alpha- cart,Null,cap
alphabrinzima 1%/0.2% eye drops 5 ml,alphabrinzima,1%/0.2%,eye drops
alphachymotrypsin 5mg 3 i.m. amps,alphachymotrypsin,5 mg,amps
alphaclarin 250 mg 14 f.c. tabs.,alphaclarin,250 mg,f.c. tabs
alphafe 14 sachet,alphafe,Null,sachet
alphafen 100mg/5ml susp. 120 ml,alphafen,100 mg/5 ml,susp
alphafen 600mg 20 tab,alphafen,600 mg,tab
alphafen 800mg 20 tab.,alphafen,800 mg,tab
alphaflatul syrup 100 ml,alphaflatul,Null,syrup
alphagan p eye drops 5 ml,alphagan p,Null,eye drops
alphakadol oint,alphakadol,Null,oint
alphalaxine 10 tab 25 strips,alphalaxine,Null,tab
alphalipo 600mg 20 f.c. tabs.,alphalipo,600 mg,f.c. tabs
alphamix hair oil 100 ml,alphamix hair,Null,oil
alphamylase syrup 80 ml,alphamylase,Null,syrup
alphanerve 20 tab.,alphanerve,Null,tab
alphanova 0.15% ophth. sol. 5 ml,alphanova,0.15%,ophth. sol
